FECHA_CORTE;ITEM;ANIO;MES;FEDERACION;PATERNO;MATERNO;NOMBRES;PAD;NIVEL;MONTO;PAIS;DEPARTAMENTO;PROVINCIA;DISTRITO;UBIGEO;FECHA_PUBLICACION
20241130;6165;2014;201401;BOXEO;MIRANDA;GARCIA;LUIS ANGEL;II;III;1684.8;PERU;LIMA;CAÑETE;CERRO AZUL;150504;20241213
20241130;6166;2014;201401;DEPORTES DE INVIERNO;CALDERON;ROSSI;JHAZMIN KAROLINNE;II;III;1684.8;PERU;LIMA;LIMA;SAN BORJA;150130;20241213
20241130;6167;2014;201401;DEPORTES DE INVIERNO;CARCELEN;FLORES;ROBERTO IGNACIO;II;III;1684.8;PERU;LIMA;LIMA;JESUS MARIA;150113;20241213
20241130;6168;2014;201401;ESQUÍ ACUÁTICO;CUGLIEVAN;WIESE;MARIA DELFINA;II;II;2246.4;PERU;LIMA;LIMA;MIRAFLORES;150122;20241213
20241130;6169;2014;201401;ESQUÍ ACUÁTICO;CUGLIEVAN;WIESE;NATALIA JOSEFINA;II;II;2246.4;PERU;LIMA;LIMA;MIRAFLORES;150122;20241213
20241130;6170;2014;201401;ESQUÍ ACUÁTICO;DE OSMA;BEDOYA;RAFAEL JUAN DIEGO;II;III;1684.8;PERU;LIMA;LIMA;SAN BORJA;150130;20241213
20241130;6171;2014;201401;GIMNASIA;AGÜERO;BARRERA;DANIEL ALEJANDRO;II;III;1684.8;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6172;2014;201401;GIMNASIA;COLLANTES;DE RIGLOS;SANDRA MARY;II;III;1684.8;PERU;LIMA;LIMA;MIRAFLORES;150122;20241213
20241130;6173;2014;201401;GIMNASIA;GALLEGOS;CHACON;MAURICIO SEBASTIAN;II;III;1684.8;PERU;AREQUIPA;AREQUIPA;MARIANO MELGAR;40109;20241213
20241130;6174;2014;201401;GIMNASIA;ORREGO;MARTINEZ;ARIANA GABRIELA;II;III;1684.8;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6175;2014;201401;JUDO;CALLE;MOROCHO;DILMER;II;III;1684.8;PERU;PIURA;PIURA;PIURA;200101;20241213
20241130;6176;2014;201401;JUDO;CORNEJO;DEL CARPIO;KAREN ALEXIS;II;III;1684.8;PERU;LIMA;LIMA;PUEBLO LIBRE;150121;20241213
20241130;6177;2014;201401;JUDO;PATIÑO;VILLAGRA;MICHAEL JORDAN;II;III;1684.8;PERU;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;150143;20241213
20241130;6178;2014;201401;JUDO;POSTIGOS;ACUÑA;JUAN MIGUEL;II;II;2246.4;PERU;LIMA;LIMA;LINCE;150116;20241213
20241130;6179;2014;201401;JUDO;VIZCARRA;HUERTAS;DANIEL FERNANDO;II;III;1684.8;PERU;AREQUIPA;AREQUIPA;AREQUIPA;40101;20241213
20241130;6180;2014;201401;JUDO;WONG;ALBUJAR;HUMBERTO ALONSO;II;III;1684.8;PERU;LIMA;LIMA;BREÑA;150105;20241213
20241130;6181;2014;201401;KARATE;ACO;BRAVO;ISABEL MALLORY;II;II;2246.4;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6182;2014;201401;KARATE;ALFARO;MILLA DE LEON;NICOLAS;II;III;1684.8;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6183;2014;201401;KARATE;ARANDA;JAVES;INGRID LIZBETH;II;II;2246.4;PERU;LIMA;LIMA;COMAS;150110;20241213
20241130;6184;2014;201401;KARATE;CALDERON;VALENCIA;ANDRY ALEXANDRA;II;III;1684.8;PERU;LIMA;LIMA;MIRAFLORES;150122;20241213
20241130;6185;2014;201401;KARATE;GRANDE;RISCO;ALEXANDRA VANESSA;II;II;2246.4;PERU;LIMA;LIMA;BREÑA;150105;20241213
20241130;6186;2014;201401;KARATE;MORENO;MOREYRA;JIMMY CHESTER;II;II;2246.4;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6187;2014;201401;KARATE;SALAZAR;CHAVEZ;SANDRA;II;III;1684.8;PERU;LIMA;LIMA;JESUS MARIA;150113;20241213
20241130;6188;2014;201401;KARATE;TREBEJO;FERNANDEZ;JOHN EDGAR;II;III;1684.8;PERU;LIMA;LIMA;RIMAC;150128;20241213
20241130;6189;2014;201401;KARATE;VINDROLA;PORTUGAL;MARIA ALESSANDRA;II;II;2246.4;PERU;LIMA;LIMA;SAN ISIDRO;150131;20241213
20241130;6190;2014;201401;KARATE;WONG;ALFARO;MARIANO FABRICIO;II;III;1684.8;PERU;LIMA;LIMA;SAN BORJA;150130;20241213
20241130;6191;2014;201401;KUNG FU;HERRERAS;MONTALVO;MICHAEL JESUS;II;III;1684.8;PERU;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;150143;20241213
20241130;6192;2014;201401;KUNG FU;SANCHEZ;TERRONES;LEONARDO JESUS;II;III;1684.8;PERU;LIMA;LIMA;SANTIAGO DE SURCO;150140;20241213
20241130;6193;2014;201401;LEVANTAMIENTO DE PESAS;BARDALEZ;TUISIMA;LUIS DAVID;II;III;1684.8;PERU;UCAYALI;CORONEL PORTILLO;YARINACOCHA;250105;20241213
20241130;6194;2014;201401;LEVANTAMIENTO DE PESAS;CARDENAS;QUIROZ;ANGIE NIKELLY;II;III;1684.8;PERU;HUANUCO;LEONCIO PRADO;RUPA-RUPA;100601;20241213
20241130;6195;2014;201401;LEVANTAMIENTO DE PESAS;FEIJOO;PÉREZ;JOANMANUEL DARIO;II;III;1684.8;PERU;CALLAO;CALLAO;CALLAO;70101;20241213
20241130;6196;2014;201401;LEVANTAMIENTO DE PESAS;LAHUANAMPA;CASTILLO;JUNIOR CHAYANNE;II;III;1684.8;PERU;LIMA;LIMA;LA VICTORIA;150115;20241213
20241130;6197;2014;201401;LEVANTAMIENTO DE PESAS;LIMAS;ROSALES;ERCILA BEATRIZ;II;III;1684.8;PERU;UCAYALI;PADRE ABAD;PADRE ABAD;250301;20241213
20241130;6198;2014;201401;LEVANTAMIENTO DE PESAS;RAMIREZ;CHUMACERO;FIORELA DEL ROCIO;II;III;1684.8;PERU;PIURA;PIURA;CASTILLA;200104;20241213
20241130;6199;2014;201401;LEVANTAMIENTO DE PESAS;SANDI;PIZANGO;TESSY KAREN;II;III;1684.8;PERU;LORETO;MAYNAS;IQUITOS;160101;20241213
20241130;6200;2014;201401;LEVANTAMIENTO DE PESAS;SANTILLAN;RENGIFO;YARITZA YAJAIRA;II;III;1684.8;PERU;UCAYALI;PADRE ABAD;PADRE ABAD;250301;20241213
20241130;6201;2014;201401;LEVANTAMIENTO DE PESAS;VIERA;ESPINOZA;HERNAN MOISES;II;III;1684.8;PERU;PIURA;PIURA;CASTILLA;200104;20241213
20241130;6202;2014;201401;LUCHA AMATEUR;AMBROCIO;GREIFO;POOL EDINSON;II;III;1684.8;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6203;2014;201401;LUCHA AMATEUR;BENITES;GOMEZ;PABLO;II;III;1684.8;PERU;UCAYALI;ATALAYA;RAYMONDI;250201;20241213
20241130;6204;2014;201401;LUCHA AMATEUR;HERRERA;PASTOR;ABEL GERALD;II;II;2246.4;PERU;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;30201;20241213
20241130;6205;2014;201401;LUCHA AMATEUR;MALLQUI;PECHE;THALIA JIHANN;II;II;2246.4;PERU;CALLAO;CALLAO;CALLAO;70101;20241213
20241130;6206;2014;201401;LUCHA AMATEUR;MALLQUI;SUAZO;JENNY VANESSA;II;III;1684.8;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6207;2014;201401;LUCHA AMATEUR;SOVERO;NIÑO;YANET URSULA;II;III;1684.8;PERU;LIMA;LIMA;COMAS;150110;20241213
20241130;6208;2014;201401;NATACIÓN;CEDRON;RODRIGUEZ;ANDREA DEL ROSARIO;II;III;1684.8;PERU;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;20241213
20241130;6209;2014;201401;NATACIÓN;FIOL;VILLANUEVA;MAURICIO RAFAEL;II;I;2808;PERU;LIMA;LIMA;SANTIAGO DE SURCO;150140;20241213
20241130;6210;2014;201401;NATACIÓN;HUIDOBRO;SIGISMONDI;GERARDO ALONSO;II;III;1684.8;PERU;LIMA;LIMA;MAGDALENA DEL MAR;150120;20241213
20241130;6211;2014;201401;NATACIÓN;JAHNSEN;MADICO;SEBASTIAN;II;I;2808;PERU;LIMA;LIMA;MIRAFLORES;150122;20241213
20241130;6212;2014;201401;NATACIÓN;MIYAHARA;COELLO;DANIELA KAORI;II;III;1684.8;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6213;2014;201401;REMO;ASPILLAGA;ALAYZA;VICTOR EULOGIO ADALBERTO;II;III;1684.8;PERU;LIMA;LIMA;MIRAFLORES;150122;20241213
20241130;6214;2014;201401;REMO;LINARES;RUIZ;EDUARDO GABRIEL;II;III;1684.8;PERU;PASCO;OXAPAMPA;OXAPAMPA;190301;20241213
20241130;6215;2014;201401;REMO;VALLE;GRANADOS;CAMILA LUCERO;II;III;1684.8;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6216;2014;201401;SQUASH RACKET;ELIAS;CHEHAB;DIEGO;II;II;2246.4;PERU;LIMA;LIMA;MIRAFLORES;150122;20241213
20241130;6217;2014;201401;TABLA;CLEMENTE;ROTHFUSS;BENOIT;II;I;2808;PERU;CAJAMARCA;CAJABAMBA;CAJABAMBA;60201;20241213
20241130;6218;2014;201401;TABLA;DE COL;MONGE;CRISTOBAL;II;II;2246.4;PERU;LIMA;LIMA;SAN BORJA;150130;20241213
20241130;6219;2014;201401;TABLA;DEL CASTILLO;RETAMOZO;JOAQUIN MANUEL;II;III;1684.8;PERU;LIMA;LIMA;PUNTA HERMOSA;150126;20241213
20241130;6220;2014;201401;TABLA;GOMEZ;QUIROZ;ANALI JESSICA;II;II;2246.4;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6221;2014;201401;TABLA;TUDELA;CHIOZZA;MIGUEL;II;II;2246.4;PERU;LIMA;LIMA;PUNTA HERMOSA;150126;20241213
20241130;6222;2014;201401;TABLA;URCIA;CALLE;PEDRO JUNINHO;II;II;2246.4;PERU;LA LIBERTAD;TRUJILLO;HUANCHACO;130104;20241213
20241130;6223;2014;201401;TABLA;VILLARAN;MAGNET;GABRIEL;II;II;2246.4;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6224;2014;201401;TAEKWONDO;ALVARADO;BAYLON;ELIZABETH GEISHA;II;III;1684.8;PERU;LIMA;LIMA;VILLA EL SALVADOR;150142;20241213
20241130;6225;2014;201401;TAEKWONDO;DIEZ CANSECO;VERDE;LIZBETH JULISSA CRISTINA;II;I;2808;PERU;LIMA;LIMA;JESUS MARIA;150113;20241213
20241130;6226;2014;201401;TAEKWONDO;SAUX;COLLANTES;BRUNO ANDRE;II;III;1684.8;PERU;LIMA;LIMA;SAN ISIDRO;150131;20241213
20241130;6227;2014;201401;TAEKWONDO;YI;WU ACUY;WINNIE YINGLI;II;III;1684.8;PERU;LIMA;LIMA;JESUS MARIA;150113;20241213
20241130;6228;2014;201401;TENIS;BERETTA;AVALOS;DUILIO;II;III;1684.8;PERU;AREQUIPA;AREQUIPA;AREQUIPA;40101;20241213
20241130;6229;2014;201401;TENIS;BOTTO;ARIAS SCHREIBER;BIANCA;II;I;2808;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6230;2014;201401;TENIS;KU;FLORES;PATRICIA IVETH;II;III;1684.8;PERU;LIMA;LIMA;JESUS MARIA;150113;20241213
20241130;6231;2014;201401;TENIS;PANTA;HERREROS;JORGE BRIAN;II;III;1684.8;PERU;PIURA;PIURA;PIURA;200101;20241213
20241130;6232;2014;201401;TENIS;SCHAEFER;CARREÑO;DOMINIQUE NAOMI;II;III;1684.8;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6233;2014;201401;TENIS DE MESA;LI;DAVELOUIS;JULIO RAÚL;II;III;1684.8;PERU;LIMA;LIMA;LA MOLINA;150114;20241213
20241130;6234;2014;201401;TENIS DE MESA;LIYAU;FANG;JUAN ALEJANDRO;II;III;1684.8;PERU;LIMA;LIMA;SANTIAGO DE SURCO;150140;20241213
20241130;6235;2014;201401;TENIS DE MESA;MORI;RIOS;ANGELA MARIA;II;III;1684.8;PERU;LIMA;LIMA;JESUS MARIA;150113;20241213
20241130;6236;2014;201401;TENIS DE MESA;NIETO;HERRERA;JANINA SOFÍA;II;III;1684.8;PERU;LIMA;LIMA;JESUS MARIA;150113;20241213
20241130;6237;2014;201401;TENIS DE MESA;RODRIGUEZ;EGOCHEAGA;DIEGO;II;III;1684.8;PERU;LIMA;LIMA;SAN BORJA;150130;20241213
20241130;6238;2014;201401;TIRO;ARENAS;PAREDES;ALEXIA CAROLINA;II;III;1684.8;PERU;AREQUIPA;AREQUIPA;AREQUIPA;40101;20241213
20241130;6239;2014;201401;TIRO;GIHA;YARUR;NICOLAS ELIAS;II;III;1684.8;PERU;LIMA;LIMA;MIRAFLORES;150122;20241213
20241130;6240;2014;201401;TIRO;MATELLINI;WALKER;MARCO RODOLFO;II;III;1684.8;PERU;LIMA;LIMA;MIRAFLORES;150122;20241213
20241130;6241;2014;201401;TIRO;MEJIA;MIRANDA;MIGUEL ALONSO;II;III;1684.8;PERU;ANCASH;HUARAZ;HUARAZ;20101;20241213
20241130;6242;2014;201401;TIRO;OSORIO;PAZ;DIANA AURORA;II;III;1684.8;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6243;2014;201401;TIRO;PACHECO;ESPINOSA;NICOLAS RODOLFO;II;II;2246.4;PERU;LIMA;LIMA;SAN BORJA;150130;20241213
20241130;6244;2014;201401;TIRO;RODRIGUEZ;LOAYZA;KARINA PAOLA;II;III;1684.8;PERU;AREQUIPA;AREQUIPA;AREQUIPA;40101;20241213
20241130;6245;2014;201401;TIRO;VIZCARRA;GALLEGOS;DANIEL EDUARDO;II;III;1684.8;PERU;AREQUIPA;AREQUIPA;AREQUIPA;40101;20241213
20241130;6246;2014;201401;TIRO;VIZCARRA;GALLEGOS;SARA GABRIELA;II;III;1684.8;PERU;AREQUIPA;AREQUIPA;AREQUIPA;40101;20241213
20241130;6247;2014;201401;TIRO;YUI;LAOS;CESAR RENATO;II;III;1684.8;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6248;2014;201401;VELA;CANSECO;BAZO;MATIAS;II;III;1684.8;PERU;LIMA;LIMA;LA MOLINA;150114;20241213
20241130;6249;2014;201401;VELA;DE TRAZEGNIES;VALDEZ;JEAN PAUL;II;III;1684.8;PERU;LIMA;LIMA;CHORRILLOS;150108;20241213
20241130;6250;2014;201401;VELA;PESCHIERA;LORET DE MOLA;STEFANO;II;III;1684.8;PERU;LIMA;LIMA;SANTIAGO DE SURCO;150140;20241213
20241130;6251;2014;201401;VELA;ROMERO;AGUIRRE;CATERINA ISABEL;II;III;1684.8;PERU;LIMA;LIMA;SAN BORJA;150130;20241213
20241130;6252;2014;201401;VELA;SCHMIDT;GUTIERREZ;PALOMA ISABEL;II;II;2246.4;PERU;LIMA;LIMA;SAN BORJA;150130;20241213
20241130;6253;2014;201401;VELA;SCHREIER;LORET DE MOLA;NICOLAS;II;II;2246.4;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6254;2014;201401;VELA;ZIMMERMANN;VEGA;ALEXANDER;II;I;2808;SUIZA;;;;0;20241213
20241130;6255;2014;201401;VOLEIBOL;ACOSTA;VASQUEZ;MARIA DE FATIMA;II;III;1684.8;PERU;LORETO;MAYNAS;IQUITOS;160101;20241213
20241130;6256;2014;201401;VOLEIBOL;ALMEIDA;CHAVEZ;SHIAMARA CECILIA NEYDI;II;III;1684.8;PERU;LIMA;LIMA;SAN JUAN DE LURIGANCHO;150132;20241213
20241130;6257;2014;201401;VOLEIBOL;BRICEÑO;RABANAL;BARBARA HILDA;II;III;1684.8;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6258;2014;201401;VOLEIBOL;DEL VALLE;PIPOLI;LUCIANA LAURA;II;III;1684.8;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6259;2014;201401;VOLEIBOL;FRIAS;POMIANO;MAGUILAURA DESSIRE;II;III;1684.8;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6260;2014;201401;VOLEIBOL;HERRADA;GARCIA;GRECIA VIRGILIA;II;III;1684.8;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6261;2014;201401;VOLEIBOL;LEYVA;TAGLE;ANGELA MARIA;II;III;1684.8;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6262;2014;201401;VOLEIBOL;OLEMAR;OTERO;KATERINNE MABEL;II;III;1684.8;PERU;PIURA;PIURA;PIURA;200101;20241213
20241130;6263;2014;201401;VOLEIBOL;PALMA;FOGLIA;HILARY YSABEL;II;III;1684.8;PERU;LIMA;LIMA;COMAS;150110;20241213
20241130;6264;2014;201401;VOLEIBOL;REGALADO;CORNEJO;KATHERINE SUSANA;II;III;1684.8;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6265;2014;201401;VOLEIBOL;URRUTIA;PUENTE ARNAO;ANDREA MILAGROS;II;III;1684.8;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6266;2014;201401;VOLEIBOL;VALIENTE;NANCAY;ROSA DANICSA;II;III;1684.8;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6267;2014;201401;VOLEIBOL;VILLACORTA;RAMIREZ;YOMIRA POLET;II;III;1684.8;PERU;LORETO;MAYNAS;IQUITOS;160101;20241213
20241130;6268;2014;201402;AJEDREZ;ALIAGA;FERNANDEZ;INGRID YADYRA;I;III;1000;PERU;LIMA;LIMA;JESUS MARIA;150113;20241213
20241130;6269;2014;201402;AJEDREZ;CABALLERO;QUIJANO;MITZY MISHEL;I;IV;800;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6270;2014;201402;AJEDREZ;CHUMPITAZ;CARBAJAL;ANN LINDSAY;I;III;1000;PERU;LIMA;LIMA;LA VICTORIA;150115;20241213
20241130;6271;2014;201402;AJEDREZ;CORDOVA;DAZA;EMILIO ARTURO;I;I;1500;PERU;LIMA;LIMA;SAN MARTIN DE PORRES;150135;20241213
20241130;6272;2014;201402;AJEDREZ;CORI;QUISPE;KEVIN JOEL;I;V;600;PERU;LIMA;LIMA;VILLA EL SALVADOR;150142;20241213
20241130;6273;2014;201402;AJEDREZ;CUELLAR;OSHIRO;DIEGO ELISVAN;I;II;1200;PERU;CALLAO;CALLAO;CALLAO;70101;20241213
20241130;6274;2014;201402;AJEDREZ;DONGO;PINZON;MELANIE DAYANNA;I;IV;800;PERU;LIMA;LIMA;COMAS;150110;20241213
20241130;6275;2014;201402;AJEDREZ;FELIX;VEGA;AURORA EDITH;I;II;1200;PERU;LIMA;LIMA;JESUS MARIA;150113;20241213
20241130;6276;2014;201402;AJEDREZ;GARCIA;CONTRERAS;CRHISTY ANA;I;V;600;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6277;2014;201402;AJEDREZ;LANDA;MEDRANO;GABRIEL AARON;I;V;600;PERU;LIMA;LIMA;ATE;150103;20241213
20241130;6278;2014;201402;AJEDREZ;LEIVA;RODRIGUEZ;GIANMARCO GIUSEPPE;I;III;1000;PERU;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;20241213
20241130;6279;2014;201402;AJEDREZ;MARTINEZ;ALCANTARA;JOSE EDUARDO;I;II;1200;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6280;2014;201402;AJEDREZ;MOSTACERO;VELARDE;ISABELLA MARIBEL;I;V;600;PERU;LIMA;LIMA;COMAS;150110;20241213
20241130;6281;2014;201402;AJEDREZ;PAREDES;BUSTAMANTE;PAULA ELIZABETH;I;IV;800;PERU;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;20241213
20241130;6282;2014;201402;AJEDREZ;QUIRHUAYO;CHUMBE;GERMAN GONZALO;I;IV;800;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6283;2014;201402;AJEDREZ;ROSALES;RODRIGUEZ;PIERINA YSABEL;I;IV;800;PERU;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;20241213
20241130;6284;2014;201402;AJEDREZ;SANCHEZ;MILLONES;JONATHAN STEVEN;I;V;600;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6285;2014;201402;AJEDREZ;SANCHEZ;ZAMBRANO;VANESSA;I;IV;800;PERU;CALLAO;CALLAO;CALLAO;70101;20241213
20241130;6286;2014;201402;AJEDREZ;TERRY;LUJAN;RENATO ALFREDO;I;IV;800;PERU;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;20241213
20241130;6287;2014;201402;AJEDREZ;VERA;SIGUEÑAS;DEIVY ANTHONY;I;IV;800;PERU;LA LIBERTAD;ASCOPE;ASCOPE;130201;20241213
20241130;6288;2014;201402;ATLETISMO;ARANA;CHIESA;MELISSA MARIELLA;I;V;600;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6289;2014;201402;ATLETISMO;AREVALO;URRESTI;ALEJANDRA MERCEDES;I;V;600;PERU;LIMA;LIMA;MIRAFLORES;150122;20241213
20241130;6290;2014;201402;ATLETISMO;BASILIO;PEREZ;LUCY;I;IV;800;PERU;CUSCO;CUSCO;CUSCO;80101;20241213
20241130;6291;2014;201402;ATLETISMO;BAZALAR;ALAVA;DIANA CAROLINA;I;III;1000;PERU;LIMA;LIMA;SURQUILLO;150141;20241213
20241130;6292;2014;201402;ATLETISMO;CARDOZA;RAMIREZ;KIMBERLY CAROLINA;I;V;600;PERU;LIMA;LIMA;JESUS MARIA;150113;20241213
20241130;6293;2014;201402;ATLETISMO;CARRILLO;ZEGARRA;SERGIO ALEXANDER;I;V;600;PERU;TACNA;TACNA;TACNA;230101;20241213
20241130;6294;2014;201402;ATLETISMO;CHIHUAN;CAMAYO;PAVEL IVAR;I;V;600;PERU;JUNIN;CHUPACA;SAN JUAN DE ISCOS;120906;20241213
20241130;6295;2014;201402;ATLETISMO;DAZA;HUARCAYA;ZENDIO;I;V;600;PERU;CUSCO;PARURO;CCAPI;81003;20241213
20241130;6296;2014;201402;ATLETISMO;DELGADO;CASTRO;ELIONA;I;V;600;PERU;CUSCO;CHUMBIVILCAS;COLQUEMARCA;80704;20241213
20241130;6297;2014;201402;ATLETISMO;DIAZ;DIAZ;EDMUNDO WALTER;I;IV;800;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6298;2014;201402;ATLETISMO;ENRIQUEZ;PRADO;EUDELIA CARMEN ROSA;I;V;600;PERU;LIMA;LIMA;SAN ISIDRO;150131;20241213
20241130;6299;2014;201402;ATLETISMO;ESCOBAR;QUICHCA;EVELYN MARGOT;I;IV;800;PERU;JUNIN;HUANCAYO;CHILCA;120107;20241213
20241130;6300;2014;201402;ATLETISMO;FU;PAREDES;JESSICA DIANA;I;V;600;PERU;LIMA;LIMA;CHORRILLOS;150108;20241213
20241130;6301;2014;201402;ATLETISMO;GAMBOA;DULONG;ALESSANDRA BEATRIZ;I;IV;800;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6302;2014;201402;ATLETISMO;GARCIA;PRINCE;WILLIAMS AYRTON MARCELO;I;V;600;PERU;JUNIN;HUANCAYO;HUANCAYO;120101;20241213
20241130;6303;2014;201402;ATLETISMO;GUERRA;MUCHA;LEYDE JOSSY;I;V;600;PERU;JUNIN;CONCEPCION;CHAMBARA;120204;20241213
20241130;6304;2014;201402;ATLETISMO;GUTIERREZ;POZO;JOSUE MAURICIO;I;V;600;PERU;LIMA;LIMA;LA VICTORIA;150115;20241213
20241130;6305;2014;201402;ATLETISMO;HERRERA;CASTRO;PAULO CESAR;I;V;600;PERU;LIMA;LIMA;JESUS MARIA;150113;20241213
20241130;6306;2014;201402;ATLETISMO;LOZANO;LAZO;SUNILDA ELY;I;IV;800;PERU;JUNIN;HUANCAYO;HUANCAYO;120101;20241213
20241130;6307;2014;201402;ATLETISMO;MARTINEZ;CHIROQUE;ANDY STEVEN;I;IV;800;PERU;LIMA;LIMA;MIRAFLORES;150122;20241213
20241130;6308;2014;201402;ATLETISMO;MOREY;POMA;ALEXA;I;IV;800;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6309;2014;201402;ATLETISMO;NINAHUAMAN;UMIYAURI;YONY;I;III;1000;PERU;CUSCO;ESPINAR;ESPINAR;80801;20241213
20241130;6310;2014;201402;ATLETISMO;ONAJA;ADANIYA;ZENSEY;I;V;600;PERU;LIMA;LIMA;JESUS MARIA;150113;20241213
20241130;6311;2014;201402;ATLETISMO;ORELLANA;PORRAS;YERSON YUHUAN;I;IV;800;PERU;JUNIN;HUANCAYO;SAPALLANGA;120133;20241213
20241130;6312;2014;201402;ATLETISMO;PALACIOS;ZAMBRANO;HETAIRA LOURDES;I;III;1000;PERU;JUNIN;HUANCAYO;HUANCAYO;120101;20241213
20241130;6313;2014;201402;ATLETISMO;PUTMAN;VIDAL;MICHAEL KEVIN;I;IV;800;ESTADOS UNIDOS;;;;0;20241213
20241130;6314;2014;201402;ATLETISMO;QUISPE;AUCCAPUMA;YESSICA;I;V;600;PERU;CUSCO;URUBAMBA;CHINCHERO;81302;20241213
20241130;6315;2014;201402;ATLETISMO;RAMOS;MARRUFFO;MARIA VICTORIA DE FATIMA;I;IV;800;PERU;ICA;ICA;ICA;110101;20241213
20241130;6316;2014;201402;ATLETISMO;REYES;HERRADAS;MIRIAN ISABEL;I;IV;800;PERU;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;20241213
20241130;6317;2014;201402;ATLETISMO;ROMERO;MERCADO;HIRAM EMMANUEL;I;V;600;PERU;LIMA;LIMA;SAN LUIS;150134;20241213
20241130;6318;2014;201402;ATLETISMO;SARAVIA;LOPEZ;GABRIELA ANA;I;V;600;PERU;LIMA;LIMA;SAN BORJA;150130;20241213
20241130;6319;2014;201402;ATLETISMO;SEGURA;SANCHEZ;SILVANA DANIELA;I;III;1000;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6320;2014;201402;ATLETISMO;TORRES;CORDOVA;MAITTE DE LA FLOR;I;III;1000;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6321;2014;201402;ATLETISMO;VALDIVIA;CORDOVA;AYRA TATIANA;I;IV;800;PERU;LIMA;LIMA;SAN ISIDRO;150131;20241213
20241130;6322;2014;201402;ATLETISMO;VASQUEZ;UNIVAZO;ANA MARIA FRIDA MARCELA;I;IV;800;PERU;LIMA;LIMA;LA MOLINA;150114;20241213
20241130;6323;2014;201402;ATLETISMO;WESTREICHER;KELDIBEKOVA;JAN;I;V;600;PERU;LIMA;LIMA;CHORRILLOS;150108;20241213
20241130;6324;2014;201402;ATLETISMO;YURIVILCA;CALDERON;PAOLO CESAR;I;IV;800;PERU;JUNIN;HUANCAYO;SAN AGUSTIN;120129;20241213
20241130;6325;2014;201402;BÁDMINTON;BARRUETO;DEZA;BRUNO MAURICIO NICOLAS;I;V;600;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6326;2014;201402;BÁDMINTON;CAMOGLIANO;TELGE;RODRIGO;I;V;600;INGLATERRA;;;;0;20241213
20241130;6327;2014;201402;BÁDMINTON;CARRANZA;POOLEY;CHIARA SOFÍA;I;V;600;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6328;2014;201402;BÁDMINTON;CASTILLO;SALAZAR;INES LUCIA;I;V;600;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;6329;2014;201402;BÁDMINTON;CASTILLO;SALAZAR;MICAELA FERNANDA;I;V;600;PERU;LIMA;LIMA;LIMA;150101;20241213
